P37_8,P56,P56_1,P58,P62,P63,P64,F8,F3,F4,F5,P31_1,P31_2,P31_3,P31_4,P31_5,P31_6,P60,P61A_1,P61A_2,P61A_3,P61A_4,P61A_5,P61A_6,P61A_7,P61A_8,P61A_9,P61B_1,P61B_2,P61B_3,P61B_4,P61B_5,P61B_6,P61B_7,P61B_8,FACTOR_REGION,FACTOR_TOTAL
0,3,4,0,1,32,5,2,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,212.48695652173913,209.6189111747851
1,1,3,0,1,30,4,1,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,212.48695652173913,209.6189111747851
0,1,3,0,1,29,3,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,101.24361493123772,103.51764705882353
0,1,4,0,2,27,4,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,212.48695652173913,209.6189111747851
0,1,4,0,2,39,1,2,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,281.8158236057069,272.0928725701944
0,2,3,0,1,40,5,4,1,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,81.11764705882354,77.29824561403508
0,2,4,0,2,44,5,3,1,3,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,81.11764705882354,77.29824561403508
0,2,3,0,2,26,5,4,1,3,3,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,81.11764705882354,77.29824561403508
0,2,1,0,2,62,2,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,212.48695652173913,209.6189111747851
0,2,1,1,2,63,4,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,101.24361493123772,103.51764705882353
0,2,3,0,2,28,5,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,281.8158236057069,272.0928725701944
0,3,2,1,1,45,4,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,101.24361493123772,103.51764705882353
0,3,3,0,1,37,6,1,1,3,2,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,194.4655172413793,170.04225352112675
0,3,4,1,1,29,5,4,1,3,3,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,81.11764705882354,77.29824561403508
1,3,3,0,1,43,5,4,1,2,3,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,61.04761904761905,63.583333333333336
0,3,4,0,1,43,5,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,281.8158236057069,272.0928725701944
0,2,3,0,2,27,3,1,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212.48695652173913,209.6189111747851
0,2,3,0,2,51,2,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,281.8158236057069,272.0928725701944
1,2,3,0,1,60,6,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,281.8158236057069,272.0928725701944
0,2,3,0,1,46,6,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,101.24361493123772,103.51764705882353
1,2,4,0,1,71,6,1,1,3,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,281.8158236057069,272.0928725701944
1,2,1,0,1,46,4,2,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,281.8158236057069,272.0928725701944
0,2,3,0,1,41,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,101.24361493123772,103.51764705882353
1,3,4,0,2,56,6,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,281.8158236057069,272.0928725701944
0,3,5,0,1,52,6,3,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,212.48695652173913,209.6189111747851
1,2,1,0,1,27,4,1,1,3,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,281.8158236057069,272.0928725701944
0,3,2,0,1,27,5,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,281.8158236057069,272.0928725701944
1,3,4,1,1,47,6,2,1,3,2,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,194.4655172413793,170.04225352112675
0,2,4,0,1,64,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,101.24361493123772,103.51764705882353
0,3,4,0,1,43,5,2,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,281.8158236057069,272.0928725701944
0,2,2,0,2,38,2,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,212.48695652173913,209.6189111747851
0,1,5,0,1,32,4,1,1,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,281.8158236057069,272.0928725701944
0,2,2,0,1,36,4,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,212.48695652173913,209.6189111747851
0,2,1,1,2,40,6,3,1,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,281.8158236057069,272.0928725701944
1,2,3,1,2,35,4,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,281.8158236057069,272.0928725701944
0,1,3,0,1,38,6,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,281.8158236057069,272.0928725701944
1,3,4,0,2,31,3,3,1,3,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,281.8158236057069,272.0928725701944
0,3,4,0,1,49,5,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,281.8158236057069,272.0928725701944
0,1,5,0,1,58,4,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,212.48695652173913,209.6189111747851
0,2,3,0,2,62,2,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,101.24361493123772,103.51764705882353
0,2,3,0,1,51,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,101.24361493123772,103.51764705882353
0,2,2,0,2,46,3,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,281.8158236057069,272.0928725701944
0,2,1,0,2,62,4,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,281.8158236057069,272.0928725701944
0,1,4,0,1,28,5,2,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,212.48695652173913,209.6189111747851
0,3,4,0,2,35,3,3,1,3,3,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,81.11764705882354,77.29824561403508
0,3,3,1,3,40,6,4,1,3,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,281.8158236057069,272.0928725701944
0,3,2,0,1,39,3,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,281.8158236057069,272.0928725701944
0,3,3,0,1,44,1,2,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,212.48695652173913,209.6189111747851
0,1,5,0,2,30,3,1,1,3,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,281.8158236057069,272.0928725701944
1,2,3,0,1,65,4,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,101.24361493123772,103.51764705882353
0,2,2,0,1,35,5,1,1,1,3,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,88.25,80.52941176470588
0,3,3,0,1,50,5,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,281.8158236057069,272.0928725701944
0,3,3,0,1,56,6,2,1,3,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,281.8158236057069,272.0928725701944
0,3,5,1,1,30,3,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,101.24361493123772,103.51764705882353
0,3,4,1,2,29,4,4,1,2,3,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,61.04761904761905,63.583333333333336
0,1,4,0,2,20,3,2,1,2,3,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,61.04761904761905,63.583333333333336
0,2,3,1,1,64,6,2,1,2,4,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,56.625,58.22222222222222
1,2,2,0,2,40,4,2,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,281.8158236057069,272.0928725701944
0,1,5,0,2,55,4,4,1,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,212.48695652173913,209.6189111747851
1,1,4,0,2,38,3,3,1,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,281.8158236057069,272.0928725701944
0,1,5,0,1,38,6,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,281.8158236057069,272.0928725701944
1,2,3,0,1,46,2,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,212.48695652173913,209.6189111747851
0,1,3,0,1,39,4,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,281.8158236057069,272.0928725701944
0,1,5,0,2,36,6,4,1,3,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,281.8158236057069,272.0928725701944
0,3,4,0,1,31,6,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,281.8158236057069,272.0928725701944
1,1,3,1,1,51,2,2,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,281.8158236057069,272.0928725701944
1,2,3,0,2,36,4,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,281.8158236057069,272.0928725701944
0,2,3,0,2,33,4,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,281.8158236057069,272.0928725701944
0,3,3,0,1,35,3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,101.24361493123772,103.51764705882353
0,3,3,0,2,46,5,4,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,281.8158236057069,272.0928725701944
1,2,2,0,2,34,3,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,212.48695652173913,209.6189111747851
0,3,5,0,1,45,3,1,1,3,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,281.8158236057069,272.0928725701944
1,3,3,0,2,29,6,4,1,3,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,194.4655172413793,170.04225352112675
1,2,1,1,1,50,6,1,1,3,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,281.8158236057069,272.0928725701944
0,2,1,0,2,44,3,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,212.48695652173913,209.6189111747851
0,3,4,0,1,38,4,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,281.8158236057069,272.0928725701944
0,2,1,0,2,30,6,4,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,281.8158236057069,272.0928725701944
1,3,3,0,2,56,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,101.24361493123772,103.51764705882353
0,3,4,0,1,33,3,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,281.8158236057069,272.0928725701944
0,2,2,1,2,29,4,2,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,101.24361493123772,103.51764705882353
0,3,3,0,2,65,5,2,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,281.8158236057069,272.0928725701944
0,2,92,1,1,20,4,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,281.8158236057069,272.0928725701944
1,2,2,0,2,57,4,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,281.8158236057069,272.0928725701944
1,2,3,0,1,63,6,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,281.8158236057069,272.0928725701944
0,1,4,0,1,56,4,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,281.8158236057069,272.0928725701944
1,3,2,0,1,43,2,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,281.8158236057069,272.0928725701944
1,1,3,0,1,27,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,101.24361493123772,103.51764705882353
1,3,5,0,2,60,6,2,1,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,281.8158236057069,272.0928725701944
0,2,2,1,1,69,6,1,1,3,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,281.8158236057069,272.0928725701944
0,3,3,0,1,46,4,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,101.24361493123772,103.51764705882353
1,1,3,0,1,26,4,1,1,2,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,212.48695652173913,209.6189111747851
1,3,4,0,2,38,5,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,281.8158236057069,272.0928725701944
0,2,3,0,2,35,5,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,281.8158236057069,272.0928725701944
0,3,3,0,1,54,2,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,281.8158236057069,272.0928725701944
1,2,1,0,2,38,3,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,212.48695652173913,209.6189111747851
0,2,3,1,1,58,4,1,1,3,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,281.8158236057069,272.0928725701944
0,2,3,0,1,47,5,1,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,212.48695652173913,209.6189111747851
0,3,3,1,1,37,3,4,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,212.48695652173913,209.6189111747851
1,3,4,0,2,36,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,101.24361493123772,103.51764705882353
1,1,2,0,1,45,3,2,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,281.8158236057069,272.0928725701944
1,3,4,0,1,28,5,2,1,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,212.48695652173913,209.6189111747851
0,1,4,0,1,32,6,2,1,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,281.8158236057069,272.0928725701944
0,2,3,0,1,58,3,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,212.48695652173913,209.6189111747851
0,2,3,0,1,51,4,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,281.8158236057069,272.0928725701944
1,2,3,0,2,31,4,1,1,2,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,212.48695652173913,209.6189111747851
0,2,2,0,2,54,5,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,281.8158236057069,272.0928725701944
0,1,5,0,2,45,6,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,281.8158236057069,272.0928725701944
0,2,3,0,2,38,4,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,212.48695652173913,209.6189111747851
0,1,5,0,2,31,6,2,1,3,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,281.8158236057069,272.0928725701944
1,1,4,0,1,51,6,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,281.8158236057069,272.0928725701944
1,3,2,0,2,34,5,4,1,1,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,122.08108108108108,106.48979591836735
1,2,1,1,2,46,4,3,1,2,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,212.48695652173913,209.6189111747851
0,2,3,0,2,27,4,4,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,212.48695652173913,209.6189111747851
0,2,1,0,2,48,4,2,1,3,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,281.8158236057069,272.0928725701944
1,3,1,0,2,43,3,1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,281.8158236057069,272.0928725701944
1,2,1,0,2,50,3,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,212.48695652173913,209.6189111747851
0,2,2,0,2,34,4,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,101.24361493123772,103.51764705882353
1,2,2,0,1,70,5,2,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,281.8158236057069,272.0928725701944
0,2,3,0,1,36,3,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,101.24361493123772,103.51764705882353
0,2,5,1,2,50,4,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,101.24361493123772,103.51764705882353
1,3,1,1,2,45,4,1,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,212.48695652173913,209.6189111747851
0,2,4,0,1,65,6,3,1,3,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,281.8158236057069,272.0928725701944
1,3,3,0,1,77,2,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,101.24361493123772,103.51764705882353
0,3,4,0,1,35,5,2,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,212.48695652173913,209.6189111747851
0,3,2,1,1,28,3,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,212.48695652173913,209.6189111747851
0,2,5,1,2,23,3,1,1,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,281.8158236057069,272.0928725701944
0,1,4,1,1,42,3,1,1,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,212.48695652173913,209.6189111747851
0,2,3,0,2,35,3,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,212.48695652173913,209.6189111747851
0,2,1,1,2,37,4,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,101.24361493123772,103.51764705882353
0,2,4,0,1,49,4,1,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,281.8158236057069,272.0928725701944
0,3,4,0,1,82,6,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,281.8158236057069,272.0928725701944
0,3,3,0,2,29,5,2,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,212.48695652173913,209.6189111747851
0,3,4,0,2,50,6,4,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,281.8158236057069,272.0928725701944
0,1,3,0,2,38,3,2,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,212.48695652173913,209.6189111747851
0,1,1,1,1,75,3,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,281.8158236057069,272.0928725701944
0,3,5,0,2,42,6,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,281.8158236057069,272.0928725701944
0,1,1,0,1,30,4,1,1,2,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,212.48695652173913,209.6189111747851
0,2,1,0,2,40,2,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,101.24361493123772,103.51764705882353
0,3,3,0,2,39,5,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,281.8158236057069,272.0928725701944
0,2,1,0,1,60,2,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,212.48695652173913,209.6189111747851
0,3,3,0,2,45,5,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,101.24361493123772,103.51764705882353
1,3,4,0,1,46,5,1,1,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,212.48695652173913,209.6189111747851
0,3,3,0,1,39,6,2,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,281.8158236057069,272.0928725701944
0,2,3,0,2,30,4,3,1,3,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,281.8158236057069,272.0928725701944
0,3,5,0,1,24,4,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,212.48695652173913,209.6189111747851
0,2,3,0,1,20,3,1,1,2,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,212.48695652173913,209.6189111747851
1,2,3,1,1,67,2,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,212.48695652173913,209.6189111747851
0,3,5,0,2,31,5,2,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,281.8158236057069,272.0928725701944
1,2,3,1,2,51,4,3,1,3,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,281.8158236057069,272.0928725701944
1,3,4,0,1,62,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,101.24361493123772,103.51764705882353
1,1,5,0,1,33,4,2,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,281.8158236057069,272.0928725701944
0,2,1,0,2,54,4,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,212.48695652173913,209.6189111747851
0,1,3,0,1,26,4,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,101.24361493123772,103.51764705882353
0,3,4,0,1,55,5,1,1,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,281.8158236057069,272.0928725701944
1,2,3,0,1,67,5,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,101.24361493123772,103.51764705882353
0,1,3,0,2,27,5,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,212.48695652173913,209.6189111747851
0,2,1,0,2,33,4,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,281.8158236057069,272.0928725701944
1,3,4,1,2,32,4,3,1,3,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,281.8158236057069,272.0928725701944
1,2,1,0,2,47,3,1,1,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,212.48695652173913,209.6189111747851
0,2,3,1,1,32,5,1,1,3,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,281.8158236057069,272.0928725701944
